Cust_ID,Age,BillAmt_Product,BillAmt_Service,BillAmt_Pre,Vintage
38891,25,19277.95,4275.21,14654.68,1
80774,50,70978.8,33685.1,44921.08,7
20891,28,13002.28,4596.39,11938.39,1
23752,25,9893.83,4504.3,12438.19,1
52648,44,35424.25,17201.62,27814.99,3
41744,37,44809.09,14125.97,23000.07,2
19611,28,15835.32,4710.53,11244.82,1
42108,44,30884.01,13507.25,38494.47,5
13394,27,12450.15,4241.28,14319.66,1
29126,29,6585.95,2905.26,11905.73,1
75337,65,90357.64,37154.42,53656.34,8
33984,27,13825.05,2781.32,10601.07,1
66976,48,98069.89,41161.74,50273.04,6
63863,44,40489.99,18019.52,28312.02,5
63339,44,25075.67,20005.74,23411.43,5
49370,43,37271.91,16782.88,38137.73,4
37067,28,19750.31,2638.13,10849.31,1
59779,41,26769.11,16809.97,31361.07,3
58754,37,42658.85,15569.16,30625.41,2
14925,27,12837.19,4694.58,12631.19,1
12944,26,8811.04,2999.19,14877.72,1
36684,29,19155.67,4861.84,13450.51,1
24406,26,19120.14,3834.43,13511.16,1
20813,27,8850.11,3765.79,12761.8,1
23556,26,6400.59,3237.1,14095.08,1
22021,26,7491.09,4382.73,14759.86,1
39290,30,33803.44,15465.64,24616.14,3
15785,25,16976.05,2700.32,11233.15,1
77134,46,96211.05,42847.42,54799.1,5
64961,39,49551.21,17910.42,25049.42,3
67139,50,95655.92,43372.58,53187.46,8
75963,49,85892.99,38918.8,49833.28,7
25096,27,14457.55,2967.53,14586.34,1
76469,52,72484.29,32586.29,60392.38,6
44842,43,31298.62,18855.49,34031.5,4
12118,25,13426.13,3028.77,13426.14,1
79106,47,82243.85,43554.79,46597.46,6
57931,43,26746.22,19857.64,25441.62,4
30598,28,15748.32,2959.91,13280.88,1
36456,26,18008.04,3375.7,12699.23,1
87752,58,82537.29,42925.14,56815.78,5
21254,27,15274.24,4462.93,11796.92,1
56682,39,48149.08,17383.25,32648.19,3
33807,27,5022.69,4713.73,11360.18,1
38157,28,10241.27,3587.27,12988.72,1
70754,63,69800.43,44708.26,48797.12,8
41326,43,59230.22,19718.4,33650.1,4
34719,26,10653.05,3645.75,11342.43,1
36836,26,19527.18,4847.78,12177.94,1
52706,31,34633.87,13968.14,39971.81,3
13973,27,16984.11,3145.45,13454.83,1
40160,33,38750.7,16177.67,31563.2,2
54103,42,54561.44,18430.84,37424.62,4
64215,44,52716.54,12768.95,33630.21,4
17285,25,16123.88,4377.44,12126.05,1
59713,44,37439.74,19494.37,27290.02,2
57360,45,47759.78,19754.94,20987.19,2
20899,27,10780.72,4493.06,12509.09,1
37510,29,13579.34,4809.76,13212.26,1
78077,65,98053.05,47394.3,68011.67,5
70191,57,97872.81,30981.76,41572.92,6
78476,50,66682.38,47032.9,69346.96,6
48821,38,28787.09,19910.6,24258.78,5
33864,25,17428.9,3439.4,12627.83,1
68060,57,87650.57,34565.06,67779.6,8
47572,42,46683.9,13297.78,20917.08,2
88718,48,91736.33,44363.31,58677.6,6
72287,56,70091.8,47658.72,63827.46,5
65519,43,50450.6,14763.25,21247.36,3
38818,27,15907.86,4504.99,14139.48,1
84483,63,69309.34,49071.42,67349.67,8
48485,40,46987.64,12644.76,22159.36,3
19161,28,15788.63,4621.89,11166.1,1
66396,55,79248.4,48903.08,64157.83,7
64502,45,41137.12,14866.96,38690.37,5
61048,32,35999.68,16801.43,25816.66,5
74068,48,71615.91,32839.45,59451.39,7
38244,26,5981.85,3264.83,10372.47,1
22598,27,5906.63,3595.69,12541.78,1
34154,27,13499.62,4045.3,12401.97,1
53762,45,48629.5,18952.89,24575.34,5
72021,62,91561.22,40251.53,68537.38,8
68037,45,95097.84,49052.52,41327.82,5
53491,31,27151.46,18528.26,20134.43,4
39580,33,49478.87,14196.1,37180.2,2
74354,60,73007.58,32451.6,60463.03,6
27964,29,9162.05,3411.66,14308.53,1
77442,61,80102.49,37335.32,50153.42,6
73845,48,82981.28,36131.15,63890.75,8
41004,34,30935.26,13704.22,32980.73,2
56311,30,53260.68,17529.01,39134.75,4
88184,50,81654.01,49642.59,53124.12,7
91977,50,72601.18,35082.53,44304.5,5
35912,28,8143.78,4104.78,14619.58,1
37578,25,6671.59,3859.89,13378.04,1
23755,25,10133.87,3203.19,14777.89,1
68828,60,73436.97,32248.67,68044.87,6
75769,60,75717.84,42774.67,59575.6,7
22735,28,11930.49,4904.48,14559.56,1
62798,40,35742.98,13875.8,28176.12,5
43776,38,48876.28,13524.36,30683.84,4
52542,33,56239.77,15163.94,31221.69,4
58562,37,25358.53,16081.05,24383.59,4
76277,45,70573.77,48415.02,61312.41,8
12618,29,19722.01,4978.41,10465.2,1
28015,27,8199.35,4936.26,10180.54,1
85934,64,93107,41394.6,49551.29,7
21346,29,5340.3,2678.68,10636.76,1
19189,28,11373.75,4204.38,10903.66,1
74120,55,75818.45,40213.69,41234.74,6
84486,53,94524.33,47309.15,60731.79,8
51623,31,52225.53,18394.08,24291.19,3
90981,59,72959.5,39181.71,51209.95,7
57064,43,44877.12,19186.83,36833.89,3
13974,26,13198.33,4967.09,11591.98,1
27285,29,16974.53,3239.6,11811.69,1
58444,36,26696.14,14847.92,35946.74,4
26213,29,10446.09,3002.71,10929.48,1
80836,63,97820.85,45902.63,44652.44,6
77867,53,89196.48,39675.97,52390.03,7
66144,51,66776.73,49949.82,61575.6,8
56612,38,48296.14,16451.99,34846.72,5
69477,59,90316.96,33885.01,62563.06,5
68138,56,66450.94,35103.07,60645.73,5
57301,43,28776.3,12889.48,38917.16,4
30337,26,14536.03,4557.34,13199.97,1
65562,42,57679.41,18145.9,37842.09,4
77226,65,93657.27,38852.75,52011.85,6
83948,49,78539.07,46313.19,58737.67,5
51089,36,53313.18,19311.99,30170.18,5
85316,57,66994.59,33475.7,68249.63,7
29300,28,14518.78,2885.1,14363.09,1
18103,28,16982.62,4054.92,10743.31,1
74601,60,93070.81,33268.35,41244.58,5
76269,59,81004.66,45181.95,51367.73,5
28469,26,7469.77,3356.28,13085.68,1
61613,42,28151.25,12685.12,36517.93,3
45549,32,26326.44,16489.12,23178.83,2
14113,27,12944.75,3543.97,12426.76,1
76083,61,79861.96,49789.86,58121.28,7
40520,32,58458.34,14808.32,29017.2,2
69853,57,78798.39,43443.79,62934.55,8
51536,37,43357.64,17384.03,23270.95,4
84122,46,91450.1,30739.63,53276.83,7
77472,64,75626.9,30207.45,45423.28,7
68534,61,85771.46,36801.69,50426.84,7
70091,45,67827.84,47149.26,65495.08,5
64461,38,26255.28,18653.08,20319.44,3
15886,29,18418.62,3378.72,14401.7,1
24147,25,17429.55,4853.32,12240.61,1
55602,31,48954.35,15318.2,33585.67,2
72679,49,72476.92,30898.41,47048.65,8
72937,64,69720.37,37761.69,65617.35,7
74890,62,84372.6,37972.92,64662.44,5
72642,62,98091.63,43028.82,62659.59,8
62889,35,29900.89,13971.61,39047.15,5
13978,28,18092.16,3227.5,11312.66,1
25851,28,8990.48,3010.07,10210.16,1
75642,51,87344.6,40527.34,69628.17,7
53805,45,49812.34,16201.99,30221.97,2
36998,25,18452.53,4458.44,13314.95,1
66049,55,67979.52,41479.29,58381.68,6
74171,55,98039.89,36023.26,41178.84,8
17307,27,13510.35,4781.5,11936.09,1
46210,30,51322.77,16901.78,26191.92,3
78237,46,85560.79,47701.19,56841.9,8
52716,35,35488.81,12851.26,33504.58,2
16723,26,6700.09,3303.53,13201.83,1
79179,62,87976.51,32462.75,47538.93,7
50393,32,27739.28,15432.58,20698.12,4
25748,28,13114.83,4016.49,10842.11,1
12063,28,10122.66,2792.13,10229.44,1
16520,25,14395.2,3684.71,10879.11,1
26324,27,15888.24,2703.54,13212.24,1
12447,29,17651.11,3640.7,12247.76,1
86548,61,94896.2,47424.65,50597.36,8
81755,45,84218.47,47921.79,57308.34,8
33310,26,8447.68,3648.69,12032.47,1
79851,56,68728.7,35834.21,42158.28,7
37496,28,8443.05,4936.61,10050.84,1
36058,28,16387.67,2928.54,12179.62,1
57938,44,58386.35,17050.64,22895.74,5
14689,26,7432,4851.58,14574.35,1
66551,65,88494.56,49826.17,50635.44,5
29949,25,17541.07,3262.53,12074.42,1
49828,32,27530.33,12098.23,33797.74,3
16870,27,7297.32,4928.52,10792.93,1
51390,38,46763.52,12408.09,27467.01,3
31134,26,15438.71,2983.26,14970.35,1
85160,47,66592.57,48313.78,53122.88,8
61596,42,47668.04,18019.73,39409.71,4
40487,43,35172.91,12761.87,23691.04,5
72079,57,80514.99,42231.03,50099.33,5
68948,47,87669.97,39609.26,44983.89,6
17770,26,13647.13,2778.45,13105.45,1
19242,27,13660.57,4905.97,11218.56,1
60139,44,52668.54,12865.28,32689.33,3
28171,29,18274.58,4014.02,10907.35,1
14611,29,16302.13,4641.26,13794.41,1
23816,25,15089.85,3021.85,12787.69,1
56322,38,25204.79,17468.47,24316.48,5
22601,26,17511.48,4886.01,14792.22,1
24535,28,9751.38,4858.9,10693.56,1
40718,38,26267.36,16608.7,38989.25,5
73898,48,70912.29,32131.44,65792.16,7
70198,63,68869.04,44996.93,66272.11,5
84603,62,67397.35,49703.19,42601.74,6
64532,37,58465.3,17365.09,30416.57,4
60110,44,48513.23,14692.78,26317.75,4
38386,27,12675.76,3003.9,14237.9,1
51717,38,55870.69,16672.31,29037.31,3
85988,61,85410.1,49489.08,53622.31,8
67940,61,68311.64,43477.11,55037.43,6
16860,28,5074.76,4705,10177.09,1
19037,26,16934.05,3111.75,13695.45,1
22799,26,19595.5,3605.74,14597.38,1
83644,55,84590.81,31943.47,67040.15,5
90268,49,80961.62,33326.95,46265.73,6
13438,27,6086.11,2869.62,12799.98,1
12702,28,19811.32,2797.91,13744.06,1
53831,43,40770.07,18778.66,20203.74,4
59110,37,38248.96,18959.27,29484,2
18756,29,19932.38,3747.51,11069.43,1
36186,29,12372.47,4719.51,11831.52,1
14151,27,12215.05,3298.1,13178.78,1
27746,27,16626.24,3459.41,11470.25,1
15849,28,17517.22,4556.74,14163.73,1
80315,64,65688.88,49523.21,40770.41,5
49231,30,59565.93,17420.47,23995.64,3
63016,42,42865.49,18764.02,32796.28,4
17764,26,9590.62,4909.73,13346.17,1
45373,36,27475.46,15568.9,22009.64,5
41488,31,30359.8,18685.64,37172.89,4
72671,49,83532.96,39606.46,59804.79,8
87344,60,70697.94,43458.26,49513.47,6
86352,65,88357.53,41589.04,52764.16,6
83103,45,69909.82,38338.04,45633.62,8
56382,44,35315.15,12198.18,37765.32,2
28856,26,13084.77,4507.48,12238.52,1
85941,46,87785.16,43347.76,50865.58,5
73678,49,72008.79,44183.9,62774.59,5
66429,52,74134.87,30846.14,51049.32,8
34825,29,19322.09,2775.72,14499.77,1
69313,65,68780.25,38274.5,51588.49,7
18581,27,6265.72,4117.94,12137.06,1
60255,43,30902.41,15087.65,20882.1,2
65632,34,55434.32,17162.81,38632.19,5
71021,55,86399.82,48040.06,41774.35,8
46723,37,35264.78,17502.58,30669.96,4
79731,52,88686.03,31282.06,52144.99,6
15192,25,5535.23,2843.26,14392.1,1
83633,59,86206.15,42968.23,65080.32,5
90903,54,91801.5,45653.51,62273.41,8
78855,48,98418.5,37159.59,67298.1,8
59491,39,32526.56,13312.65,32690.7,5
42918,42,59301.89,14528.86,23519.48,4
42443,45,35610.32,20025.87,30508.77,5
13003,28,13382.17,4253.35,14994.78,1
57352,39,29143.56,19865.62,33549.19,5
87117,55,88409.24,41444.62,53714.17,7
62728,33,34952.5,13004.65,31630.54,4
32954,25,18339.31,2956.85,13894.99,1
21974,29,8356.99,2735.56,13753.5,1
22534,26,16339.46,3802.09,13988.03,1
40067,30,31178.36,15447.47,24723.79,4
53338,30,35744.38,15578.88,21193.39,2
57519,35,35491.85,18143.43,35916.87,3
59505,45,45845.43,15681.38,31313.92,3
62840,31,48454.57,19825.41,35570.41,5
53411,44,33156.61,19823.88,24216.66,5
41939,33,52687.96,19557.44,37129.25,5
90129,52,70134.67,39001.2,52019.28,7
36677,25,18016.95,4739.69,10065.99,1
47482,36,37808.86,14279.95,29819.64,2
86522,58,81755.43,33652.74,62943.92,5
56942,31,57557.43,18878.88,37743.96,4
12975,27,14418.41,2672.35,10572.62,1
28426,29,12949.59,4141.58,12203.5,1
45386,33,35067.56,19511.86,37030.75,5
12213,29,5944.04,3943.43,11807.82,1
45705,44,56034.04,19422.3,31530.5,5
24743,26,8560.03,2902.17,12873.99,1
33900,28,6418.18,3298.49,11600.15,1
26636,27,5621.82,3178.09,14439.52,1
79388,46,81144.91,43403.78,42446.46,5
78133,60,73723.14,31838.19,40599.25,8
19534,29,18800.03,4428.92,12146.98,1
33187,26,15815.83,2588.54,13862.41,1
18922,29,9005.61,4750.19,10994.14,1
41738,43,34095.28,19825.69,21007.98,3
75472,64,80223.81,39094.19,40750.81,7
74666,55,94735.05,37187.17,52334.68,8
47319,33,59409.4,16090.48,38380.27,2
75562,56,76334.22,38306.74,51509.85,7
82988,54,92618.11,35143.79,69304.46,8
57499,31,44547.61,13892.16,24984.48,3
89908,53,81436.96,39211.37,57750.9,8
74162,55,81377.35,39334.55,49022.85,8
24068,28,13566,3900.87,14942.95,1
50885,32,34713.51,14147.55,20763.71,5
65058,31,48173.9,14604.02,21071.74,2
19119,27,9554.93,3851.59,10707.42,1
31463,27,15373.81,2972.07,13531.5,1
87660,50,87081.16,32661.61,57024.38,8
73484,53,87128.22,32454.8,66496.75,5
34585,25,8800.27,2841.44,11573.37,1
51482,42,50667.66,17050.77,34530.7,5
25230,26,18839.52,2732.98,11579.32,1
63849,32,45284.36,17722.49,37670.71,3
66852,48,85418.63,47984.41,47739.27,8
69102,60,92408.49,35542.89,51296.78,6
68728,64,89280.42,42195.93,70016.49,8
49513,40,25425.73,17311.8,31488.12,5
91983,57,70150.75,36630.23,46049.8,5
65813,40,42914.83,16630.88,25603.91,4
75420,62,69544.11,46729.01,56151.82,6
45794,42,31682.26,19124.28,27276.78,2
66289,53,90237.68,38741.7,66281.38,7
49455,40,48319.93,16394.13,36201.35,3
62103,41,43834.95,16608.89,37655.32,3
45376,30,31091.82,13277.36,22943.2,3
80103,64,79359.97,47753.38,58224.4,8
67015,63,89513.93,31957.96,57787.14,7
51553,41,43853.46,16696.61,25692.35,5
50056,31,26865.88,17920.17,20417.73,4
42780,36,27024.79,15148.52,32628.31,2
78114,62,91031.28,40562.66,49931.17,8
31172,29,18164.16,3982.07,12189.05,1
49774,34,26176.39,18291.57,38091.8,5
79576,64,81226.32,38408.8,45982.87,6
31816,26,16013.28,3985.09,12920.25,1
64630,36,59834.18,19622.2,22043.3,3
31658,26,5153.81,2844.52,12040.43,1
19204,29,10974.04,2818.31,13948.66,1
64763,43,44194.79,12769.62,37317.62,2
90086,57,94400.94,39840.04,44109.97,6
44408,44,33269.41,17275.38,36684.27,5
28198,27,14997.24,3930.73,12499.23,1
70845,63,83130.49,38393.83,59601.29,5
83647,49,83676.85,31776.71,49753.09,5
73078,63,67042.35,48678.67,57887.17,5
23242,28,19209.82,4869.47,12905.92,1
35752,29,12153.29,2834.86,13066.72,1
46055,38,37514.25,13806.1,25548.56,5
71579,48,78137.38,31904.28,61431.02,7
57574,43,36556.18,13323.4,37204.37,4
57407,44,47314.96,12353.79,28085.81,4
19593,28,9805.26,3101.87,14375.18,1
18336,25,7596.39,4271.23,13909.18,1
62955,34,25494.62,14010.29,33374.86,5
29660,27,6837.27,2584.66,12246.31,1
85323,54,74281.71,33474.26,57272.2,7
82941,54,80676.22,36322.03,50341.36,8
82959,60,90126.07,44141.41,45386.23,7
69887,50,73149.17,42504.77,51682.08,6
21022,29,18268.48,2726.98,10057.31,1
75117,52,99748.37,31895.67,65226.51,8
42029,42,49429.99,17456.47,26605.34,5
60485,33,42269.45,12347.16,25875.63,5
69813,59,90247.91,32884.94,45169.63,5
44730,31,46984.99,18853.99,26404.15,3
24093,27,19130.52,3452.16,12569.23,1
70785,56,97329.97,45559.3,56635.43,5
26045,26,19774.05,3638.1,10295.62,1
47686,33,53468.96,14503.23,22974.46,4
61041,34,52248.34,12143.92,23491.31,5
28799,25,13321.68,4789.77,12351.33,1
63870,30,36962.41,19063.99,38126.94,5
13533,29,14520.53,4273.96,11428.06,1
20364,27,18964.17,4819.56,13092.49,1
62672,38,52561.26,18237.68,23599.49,4
86889,47,90980.03,31068.13,69890.74,6
85751,56,69563.36,46803.78,52772.64,7
87564,65,81728.37,40271.77,57972.86,6
88154,55,93667.94,49363.19,55278.74,6
17442,27,17686.65,4940.6,11130.76,1
32898,25,10730.5,3358.1,13021.05,1
85758,64,75193.38,35011.02,58997.05,6
35076,28,16677.12,2791.78,14296.79,1
19597,27,8464.67,2875.94,13175.67,1
31631,25,11458.6,4918.98,12747.95,1
19168,27,11080.91,3823.89,13148.13,1
67430,62,91370.76,32769.71,52814.86,6
84757,45,81835.43,39797.02,60481.41,8
56080,30,57493.94,17411.34,23912.29,5
39083,33,43271.81,15594.65,39966.09,2
37078,29,7150.49,4474.59,14327.99,1
78595,50,65863.54,44525.29,47209.44,5
30925,29,8483.61,2724.79,11793.33,1
83604,45,94279.75,33428.64,41057.03,7
52182,36,58830.59,16374.98,35777.58,3
63572,42,49060.52,18266.37,29289.65,5
12278,27,6518.12,3509.63,14028.6,1
56193,32,49035.78,15108.53,27545.02,5
65886,43,50848.64,15163.44,35999.87,4
61874,31,37144.92,18163.31,20727.02,5
79025,62,97651.79,31355.17,41709.68,7
42983,40,52387.18,18892.91,22193.89,3
79645,60,86760.4,41681.42,53668.73,5
88492,60,65337.16,41268.35,41508.98,8
25486,27,11104.71,3423.58,13978.89,1
63510,44,50578.98,18341.15,39110.04,5
23991,26,7009.22,4712.58,10587.97,1
52343,34,47332.19,17808.36,34579.32,5
23491,26,12155.91,4584.42,13396.52,1
28995,29,12725.69,2935.78,13206.09,1
25770,25,17612.58,3250.6,11335.12,1
59682,44,33533.99,17721.74,25218.22,4
14127,28,12666.44,4238.95,12113.81,1
16794,29,5124.81,3270.71,11513.55,1
17864,28,6350.46,2659.01,13083.49,1
57615,37,56000.86,15546.55,20107.85,3
42913,45,36977.95,15502.6,24860.11,2
66290,46,66894.39,35629.38,51901.55,6
44126,32,33996.47,13271.63,29771.1,3
63731,44,48224.72,15107.85,25950.62,2
57637,43,38436.96,16481.16,24692.11,3
75464,51,79505.53,47625.94,66195.56,5
72905,48,81865.99,30148.1,56967.73,5
41607,44,44782.98,15698.76,32321.63,5
85735,56,86575.3,33543.84,59558.57,8
34169,28,16768.42,3549.61,12172.27,1
14620,26,10979.93,2850.82,13677.31,1
89923,56,70297.22,44323.59,64606.27,8
37345,29,16566.97,3180.85,11844.93,1
34455,28,16680.35,4932.03,13555.79,1
32395,26,15221.79,4819.37,11155.51,1
20744,26,15987.77,2872.71,11305.54,1
52161,38,48813.64,14079.07,39110.43,5
82755,46,71431.27,44796.01,41352.54,8
23808,28,8443.57,4173.81,14493.38,1
50893,30,37446.42,14613.68,26974.49,5
27180,29,19738.79,4532.22,14450.6,1
44808,30,42160.61,15139.04,21676.86,3
57105,34,43617.06,20025.7,26530,2
50204,42,34666.78,14672.39,22488.19,5
35018,27,11928.73,4500.59,12843.54,1
85305,62,91718.68,46620.19,45915.04,7
32412,26,13951.51,3421.74,12389.27,1
40648,41,37133.42,15514.38,22228.72,4
78871,46,70743.64,33383.31,51321.21,8
46243,33,49963.31,12453.43,28449.29,3
28705,25,10647.39,2621.14,10380.83,1
15580,26,13134.45,4931.35,14740.65,1
16719,25,7645.2,4299.84,10869.15,1
45865,34,40611.57,17623.18,31322.91,5
55293,32,34864.57,14307.3,29023.58,3
36942,26,7503.95,2835.48,10682.7,1
68771,60,68879.39,46037.47,54542,8
66184,64,95812.21,35429.15,56958.25,8
50118,44,53358.24,15569.33,36666.57,3
20629,28,16015.26,2731.54,14731.13,1
87705,45,79935.03,39613.11,61647.57,5
70729,61,92543.79,33843.42,47632.03,5
22399,28,6895.86,4002.12,11991.08,1
29449,25,7119.64,3325.21,11885.38,1
24491,26,17564.26,4419.72,12057.24,1
45135,40,54099.97,16108.16,26196.7,2
46719,31,28496.58,18067.48,34116.32,5
35612,27,14656.68,3898.3,13492.78,1
60238,40,54450.41,16578.14,34038.51,4
81919,53,69389.55,36263.16,45441.08,6
44869,40,32186.28,14120.29,30545.57,2
63759,39,31315.01,19571.55,40025.75,2
64789,41,52270.81,13201.26,35363.96,3
48367,33,57249.1,17090.61,23330.93,4
23759,27,7239.47,3242.66,11156.51,1
18776,27,9250.32,3705.44,14384.3,1
70540,57,90611.26,45827.71,44755.61,7
70406,56,96287.61,38395.65,61194.67,6
18468,28,13128.55,4872.03,13436.59,1
41359,43,45139.59,19481.45,28585.83,2
82071,52,86255.61,48646.96,67430.49,8
37852,27,17736.27,3603.37,11353.87,1
61461,38,31608.77,14276.58,37015.99,2
60160,32,27800.61,13494.68,39854.08,5
15318,26,7541.33,4544.78,12597.22,1
30674,25,19747.86,3408.1,13798.92,1
84175,52,65700.75,44380.12,59091.44,5
45510,35,40276.68,17147.47,23822.13,4
89100,49,97111.14,33736.06,47289.3,5
75658,65,80461.39,32081.58,52047.3,8
63432,41,55721.94,17327.13,20460.8,5
41776,30,57663.2,17921.56,25897.91,5
12456,29,14384.98,3443.19,11126.24,1
81090,51,84633.6,39110.81,47471.11,8
22886,26,10951.22,2663.71,13091.58,1
75020,63,78077.85,44042.42,54932.67,6
81328,46,79622.09,46504.2,54711.87,5
53970,32,41987.63,18407.66,32106.29,3
27141,28,8478.06,3374.15,10928.95,1
67098,53,97063.23,37874.31,54825.38,8
41803,37,28203.99,18892.21,32012.95,4
23532,29,16481.56,3696.21,12604.92,1
38465,27,14408.06,3471.56,11681.88,1
12604,26,16383.71,3260.32,13169.37,1
35075,27,6235.64,4496.15,11341.9,1
48216,45,56916.64,16665.07,38046.39,5
63425,45,58278,17205.77,21924.68,3
72142,52,82897.78,47382.74,41416.51,6
56301,42,55990.6,16435.22,29460.26,4
60177,33,51959.17,16160.93,29114.72,2
43870,44,28622.77,15487.96,30943.58,5
26619,27,5815.87,2645.69,12367.57,1
88893,55,86494.24,42280.26,53871.63,8
59410,31,53891.72,18918.56,34039.16,2
74307,56,91443.79,34360.65,60791.97,8
14466,27,16558.24,3435.24,10604.23,1
89564,51,78386.73,33267.97,54024.57,6
29799,28,7469.83,3846.21,12162.65,1
17886,25,10692.7,4144.5,14115.67,1
66624,56,82720.21,45480.68,67346.34,6
33898,25,16578.71,4437.92,10155.64,1
60696,30,52495.78,17946.87,26827.91,3
28099,25,10965.31,2588.39,11608.43,1
72843,46,75372.15,37850.73,41195.79,8
46457,43,56065.56,20031.07,37177.49,2
82287,59,88389.72,33527.38,53201.33,7
82379,53,97025.28,34402,68595.47,6
84494,50,85034.86,47628.77,56024.13,6
41907,33,32002.14,17493.79,32631.05,5
27742,29,10552.13,4235.39,14940.74,1
52348,35,50942.45,13648.14,35759.92,4
79790,54,87668.71,39132.36,62277.31,6
89206,62,74437.69,46744.19,49059.05,6
32531,26,10527.34,4277.14,12875.77,1
77477,45,82449.63,46071.14,59645.69,6
88048,45,70629.51,32711.71,52135.29,8
81953,54,79343.76,32707.93,65992.03,5
12675,29,18686.15,4047.12,12265.44,1
63898,31,37566.65,14850.01,37238.92,5
29863,28,14853.44,4661.99,12847.27,1
91095,51,88727.34,48603.77,58658.36,6
13462,29,13408.03,4567.04,11771.46,1
21568,26,18254.87,2665.16,10384.54,1
82428,58,84197.51,40695.28,65965.8,5
58574,32,56570.2,12981.43,25146.67,3
34283,26,7460.55,3523.54,10630.72,1
91581,64,88060.03,41577.68,52274.95,7
75017,65,70937.63,47740.16,40035.78,7
79901,62,70940.99,35552.37,40464.14,7
48292,36,28440.34,15281.53,22005.53,3
52122,41,59693.36,13175.25,39892.86,3
71285,45,94504.03,38884.28,52787.29,8
77696,63,73671.3,38904.7,67954.61,7
60832,37,53676.7,19314.01,38206.21,3
78306,55,81106.25,32967.84,56003.14,5
29061,29,12030.24,3215.88,10107.45,1
30321,26,14522.87,4970.01,13809.7,1
66485,65,94078.13,46457.62,43305.94,6
84847,54,81794.35,31657.63,64494.21,5
53528,37,36484.27,19051,31819.13,2
21189,28,8413.61,3060.47,12160.12,1
64896,40,35180.06,14647.13,36105.18,5
87926,64,95344.8,42476.93,64124.33,7
66992,46,87495.65,42847.75,47060.83,7
37454,28,14210,4872.76,13006.54,1
52355,33,53264.57,19113.62,39512.51,5
31842,25,9881.1,3246.58,11284.43,1
48454,38,28217.78,17776.68,24552.53,5
57385,43,35115.56,16610.19,37156.66,4
17668,26,15103.75,3512.6,11959.9,1
18931,28,17570.52,4720.86,12300.19,1
73232,45,78570.69,43662.47,55859.44,7
87432,63,84365.94,37889.64,55342.04,7
49752,36,52635.98,13587.13,22502.42,2
18168,26,12111.36,4618.97,12186.62,1
81499,63,81556.74,35077.29,60857.68,5
79690,63,79188.8,40092.87,62884.04,7
63445,41,49158.91,15977.3,35704.68,4
39489,30,51363.39,12609.96,30499.04,3
43611,43,50556.58,15886.79,28592.67,4
46802,36,56230.72,16834.52,35080.73,4
80163,64,78007.63,46250.06,53690.53,6
47050,44,32429.38,16111.19,33727.54,3
53430,38,40929.39,12169.73,24387.91,3
42271,33,34119.51,19803.61,24688,2
89297,59,79471.59,44587.39,59253.6,7
22741,27,18785.84,4547.44,13662.26,1
13005,26,13982.85,3262.39,10120.09,1
70441,53,68406.45,46467.04,47417.22,8
85378,57,88906.43,30632.4,48470,6
23665,29,6031.13,3250.57,13245.42,1
58270,35,48255.14,16939.86,37339.3,3
88833,50,77036.1,49401.11,63139.72,6
81706,51,75712.84,30891.14,56923.71,6
31734,25,16186.41,4378.14,12553.02,1
86691,55,78373.46,49042.71,64899.98,8
37557,25,18214.24,4689.58,14762.68,1
68284,56,95167.71,49709.45,43115.95,8
63473,31,44205.1,12934.46,32005.76,4
39701,39,44123.15,15165.65,23330.92,2
89600,59,82278.64,49036.41,41870.03,7
48235,36,47859,13370.69,27804.5,5
72967,55,75442.54,34787.18,49257.85,7
15821,28,19590.9,3011.2,14899.52,1
20242,29,5186.4,4480.91,10901.42,1
17878,27,13766.3,4210.37,12864.76,1
75911,57,89857.35,48005.84,49698.11,8
16382,27,13359.86,4486.58,14516.66,1
34454,25,14472.74,4235.17,12196.7,1
84203,56,75897.97,37671.65,45085.86,5
88858,60,95215.92,34371.18,52523.99,7
54441,41,54870.12,12439.81,21214.2,2
79924,45,98612.47,42319.84,55954.15,5
27354,28,10765.27,2887.66,10464.22,1
79682,46,97333.24,42699.5,63946.4,7
91293,57,93607.48,35941.26,56731.73,8
20001,27,15456,3099.76,14614.83,1
26982,29,14516.93,3182.89,13339.13,1
20683,29,14173.15,3736.23,12116.9,1
74370,47,99862.56,40430.28,58981.34,8
82322,56,85832.2,37379.52,47278.7,7
30908,29,5826.83,3862.16,14402.51,1
35577,26,17525.97,4808.26,10864.28,1
36441,27,17427.38,2977.01,12239.1,1
54145,31,29188.36,15643.62,30078.55,5
85508,63,83956.85,34845.7,61791.24,8
19404,28,6448.35,2572.23,12444.61,1
39428,45,46340.3,17018.84,33638.08,3
47960,44,36389.3,14108.18,34270.63,5
51378,39,25866.06,12061.36,25844.79,3
80406,46,99526.96,48838.71,69118.24,5
20533,28,10191.72,4158.35,13812.81,1
89382,51,98365.6,33908.5,41254.59,8
84721,60,72939.72,43872.87,46367.81,7
77244,62,80646.75,44311.64,58860.28,6
12526,25,13669.28,4007.27,11222.06,1
69855,45,69264.07,34105.25,57000.18,7
53980,34,49908.68,15498.52,35585.71,4
54396,45,27880.09,18631.08,37909.63,2
48638,45,35350.64,12443.2,21815.49,4
80015,45,91856.89,30779.61,48948.13,6
56099,37,56982.75,13411.56,24594.77,3
54683,42,58848.47,13572.89,22676.45,5
