CustID,Week,Calls,Minutes,Amt,Gender,Active,Age_Group
1102,8,56,560,89.6,F,Yes,30-45
1102,9,140,560,140,F,Yes,30-45
1102,10,133,1064,234.08,F,Yes,30-45
1102,11,7,49,12.74,F,Yes,30-45
1102,12,161,1127,78.89,F,Yes,30-45
1102,13,56,112,31.36,F,Yes,30-45
1102,14,49,98,7.84,F,Yes,30-45
1102,15,28,224,49.28,F,Yes,30-45
1102,16,70,280,28,F,Yes,30-45
1102,17,147,441,132.3,F,Yes,30-45
1102,18,56,504,110.88,F,Yes,30-45
1102,19,28,112,31.36,F,Yes,30-45
1102,20,189,1512,196.56,F,Yes,30-45
1102,21,63,945,179.55,F,Yes,30-45
1102,22,84,1176,199.92,F,Yes,30-45
1102,23,154,1386,401.94,F,Yes,30-45
1102,24,56,336,20.16,F,Yes,30-45
1103,1,14,70,7.7,F,Yes,30-45
1103,2,147,294,70.56,F,Yes,30-45
1103,3,161,1610,209.3,F,Yes,30-45
1103,4,77,1155,219.45,F,Yes,30-45
1103,5,56,448,112,F,Yes,30-45
1103,6,70,140,19.6,F,Yes,30-45
1103,7,182,1820,291.2,F,Yes,30-45
1103,8,70,770,123.2,F,Yes,30-45
1103,9,7,98,22.54,F,Yes,30-45
1103,10,63,441,101.43,F,Yes,30-45
1103,11,63,126,6.3,F,Yes,30-45
1103,12,28,56,3.92,F,Yes,30-45
1103,13,63,945,189,F,Yes,30-45
1103,14,147,441,57.33,F,Yes,30-45
1103,15,203,203,20.3,F,Yes,30-45
1103,16,28,420,100.8,F,Yes,30-45
1103,17,133,133,17.29,F,Yes,30-45
1103,18,70,1050,63,F,Yes,30-45
1103,19,7,21,4.2,F,Yes,30-45
1103,20,189,1701,153.09,F,Yes,30-45
1103,21,112,1008,252,F,Yes,30-45
1103,22,56,784,141.12,F,Yes,30-45
1103,23,112,448,85.12,F,Yes,30-45
1103,24,119,357,21.42,F,Yes,30-45
1104,1,63,945,170.1,F,Yes,30-45
1104,2,63,252,17.64,F,Yes,30-45
1104,3,28,56,14.56,F,Yes,30-45
1104,4,154,308,80.08,F,Yes,30-45
1104,5,133,133,39.9,F,Yes,30-45
1104,6,35,70,11.9,F,Yes,30-45
1104,7,189,2079,457.38,F,Yes,30-45
1104,8,56,448,125.44,F,Yes,30-45
1104,9,63,189,32.13,F,Yes,30-45
1104,10,42,84,10.08,F,Yes,30-45
1104,11,49,147,27.93,F,Yes,30-45
1104,12,203,1015,274.05,F,Yes,30-45
1104,13,63,252,17.64,F,Yes,30-45
1104,14,133,1729,449.54,F,Yes,30-45
1104,15,70,490,132.3,F,Yes,30-45
1104,16,7,7,0.7,F,Yes,30-45
1104,17,49,588,76.44,F,Yes,30-45
1104,18,63,252,65.52,F,Yes,30-45
1104,19,42,252,75.6,F,Yes,30-45
1104,20,147,1764,246.96,F,Yes,30-45
1104,21,42,630,176.4,F,Yes,30-45
1104,22,56,672,100.8,F,Yes,30-45
1104,23,49,441,97.02,F,Yes,30-45
1104,24,182,182,54.6,F,Yes,30-45
1105,1,35,35,8.75,F,Yes,18-30
1105,2,49,245,12.25,F,Yes,18-30
1105,3,203,1624,276.08,F,Yes,18-30
1105,4,112,448,116.48,F,Yes,18-30
1105,5,21,273,43.68,F,Yes,18-30
1105,6,49,196,37.24,F,Yes,18-30
1105,7,189,1512,362.88,F,Yes,18-30
1105,8,63,189,26.46,F,Yes,18-30
1105,9,49,441,26.46,F,Yes,18-30
1105,10,56,224,31.36,F,Yes,18-30
1105,11,147,1764,141.12,F,Yes,18-30
1105,12,70,490,58.8,F,Yes,18-30
1105,13,56,224,35.84,F,Yes,18-30
1105,14,49,441,92.61,F,Yes,18-30
1105,15,203,1015,101.5,F,Yes,18-30
1105,16,42,630,81.9,F,Yes,18-30
1105,17,112,896,215.04,F,Yes,18-30
1105,18,56,336,70.56,F,Yes,18-30
1105,19,42,168,50.4,F,Yes,18-30
1105,20,196,1960,254.8,F,Yes,18-30
1105,21,63,63,17.64,F,Yes,18-30
1105,22,133,1064,276.64,F,Yes,18-30
1105,23,126,126,11.34,F,Yes,18-30
1105,24,105,840,134.4,F,Yes,18-30
1106,1,70,350,87.5,M,Yes,30-45
1106,2,63,126,37.8,M,Yes,30-45
1106,3,70,840,50.4,M,Yes,30-45
1106,4,14,56,13.44,M,Yes,30-45
1106,5,168,168,23.52,M,Yes,30-45
1106,6,21,294,73.5,M,Yes,30-45
1106,7,189,567,124.74,M,Yes,30-45
1106,8,63,441,119.07,M,Yes,30-45
1106,9,147,294,29.4,M,Yes,30-45
1106,10,161,1932,425.04,M,Yes,30-45
1106,11,133,133,9.31,M,Yes,30-45
1106,12,203,406,113.68,M,Yes,30-45
1106,13,70,630,37.8,M,Yes,30-45
1106,14,112,1568,344.96,M,Yes,30-45
1106,15,91,910,263.9,M,Yes,30-45
1106,16,42,294,67.62,M,Yes,30-45
1106,17,98,980,127.4,M,Yes,30-45
1106,18,56,224,49.28,M,Yes,30-45
1106,19,7,77,12.32,M,Yes,30-45
1106,20,210,1470,147,M,Yes,30-45
1106,21,147,1470,88.2,M,Yes,30-45
1106,22,49,98,28.42,M,Yes,30-45
1106,23,14,70,8.4,M,Yes,30-45
1106,24,168,336,87.36,M,Yes,30-45
1107,1,14,28,2.52,F,Yes,18-30
1107,2,56,448,107.52,F,Yes,18-30
1107,3,203,203,54.81,F,Yes,18-30
1107,4,28,308,83.16,F,Yes,18-30
1107,5,49,147,20.58,F,Yes,18-30
1107,6,70,980,68.6,F,Yes,18-30
1107,7,147,1029,185.22,F,Yes,18-30
1107,8,56,168,33.6,F,Yes,18-30
1107,9,133,133,37.24,F,Yes,18-30
1107,10,98,98,16.66,F,Yes,18-30
1107,11,49,245,66.15,F,Yes,18-30
1107,12,91,1365,382.2,F,Yes,18-30
1107,13,63,630,44.1,F,Yes,18-30
1107,14,98,784,203.84,F,Yes,18-30
1107,15,56,168,38.64,F,Yes,18-30
1107,16,7,77,10.78,F,Yes,18-30
1107,17,119,1190,59.5,F,Yes,18-30
1107,18,63,693,83.16,F,Yes,18-30
1107,19,28,224,44.8,F,Yes,18-30
1107,20,196,1372,246.96,F,Yes,18-30
1107,21,112,1120,134.4,F,Yes,18-30
1107,22,161,1127,169.05,F,Yes,18-30
1107,23,70,490,88.2,F,Yes,18-30
1107,24,196,1960,215.6,F,Yes,18-30
1108,1,63,189,32.13,F,Yes,18-30
1108,2,161,1449,304.29,F,Yes,18-30
1108,3,91,455,22.75,F,Yes,18-30
1108,4,175,525,42,F,Yes,18-30
1108,5,42,210,29.4,F,Yes,18-30
1108,6,28,392,82.32,F,Yes,18-30
1108,7,196,588,76.44,F,Yes,18-30
1108,8,70,70,16.8,F,Yes,18-30
1108,9,49,490,127.4,F,Yes,18-30
1108,10,161,805,193.2,F,Yes,18-30
1108,11,112,1008,231.84,F,Yes,18-30
1108,12,56,504,126,F,Yes,18-30
1108,13,56,168,15.12,F,Yes,18-30
1108,14,119,357,85.68,F,Yes,18-30
1108,15,70,70,10.5,F,Yes,18-30
1108,16,28,196,41.16,F,Yes,18-30
1108,17,56,448,44.8,F,Yes,18-30
1108,18,56,448,80.64,F,Yes,18-30
1108,19,63,63,11.34,F,Yes,18-30
1108,20,203,1015,253.75,F,Yes,18-30
1108,21,91,182,21.84,F,Yes,18-30
1108,22,175,350,84,F,Yes,18-30
1108,23,91,364,43.68,F,Yes,18-30
1108,24,91,182,29.12,F,Yes,18-30
1109,1,7,35,3.5,M,Yes,18-30
1109,2,98,1470,411.6,M,Yes,18-30
1109,3,56,56,4.48,M,Yes,18-30
1109,4,119,476,76.16,M,Yes,18-30
1109,5,21,84,23.52,M,Yes,18-30
1109,6,7,84,9.24,M,Yes,18-30
1109,7,210,210,23.1,M,Yes,18-30
1109,8,63,252,55.44,M,Yes,18-30
1109,9,112,448,44.8,M,Yes,18-30
1109,10,77,770,200.2,M,Yes,18-30
1109,11,98,784,70.56,M,Yes,18-30
1109,12,70,140,26.6,M,Yes,18-30
1109,13,56,392,86.24,M,Yes,18-30
1109,14,56,168,35.28,M,Yes,18-30
1109,15,49,637,127.4,M,Yes,18-30
1109,16,63,252,57.96,M,Yes,18-30
1109,17,42,42,11.34,M,Yes,18-30
1109,18,63,315,94.5,M,Yes,18-30
1109,19,28,140,14,M,Yes,18-30
1109,20,203,1015,142.1,M,Yes,18-30
1109,21,147,441,114.66,M,Yes,18-30
1109,22,49,392,90.16,M,Yes,18-30
1109,23,140,140,11.2,M,Yes,18-30
1109,24,7,14,3.78,M,Yes,18-30
1110,1,14,210,27.3,F,Yes,30-45
1110,2,91,637,63.7,F,Yes,30-45
1110,3,70,560,28,F,Yes,30-45
1110,4,126,1260,264.6,F,Yes,30-45
1110,5,56,112,33.6,F,Yes,30-45
1110,6,42,336,43.68,F,Yes,30-45
1110,7,196,784,219.52,F,Yes,30-45
1110,8,56,504,70.56,F,Yes,30-45
1110,9,98,686,144.06,F,Yes,30-45
1110,10,175,1400,266,F,Yes,30-45
1110,11,119,357,28.56,F,Yes,30-45
1110,12,49,686,178.36,F,Yes,30-45
1110,13,63,315,69.3,F,Yes,30-45
1110,14,42,546,152.88,F,Yes,30-45
1110,15,28,224,62.72,F,Yes,30-45
1110,16,28,280,42,F,Yes,30-45
1110,17,112,896,179.2,F,Yes,30-45
1110,18,70,700,49,F,Yes,30-45
1110,19,63,630,176.4,F,Yes,30-45
1110,20,175,350,98,F,Yes,30-45
1110,21,168,840,151.2,F,Yes,30-45
1110,22,98,882,255.78,F,Yes,30-45
1110,23,7,56,15.12,F,Yes,30-45
1110,24,21,189,17.01,F,Yes,30-45
1111,1,21,42,6.3,F,Yes,18-30
1111,2,161,1288,373.52,F,Yes,18-30
1111,3,49,441,44.1,F,Yes,18-30
1111,4,175,1750,455,F,Yes,18-30
1111,5,175,1750,315,F,Yes,18-30
1111,6,42,336,63.84,F,Yes,18-30
1111,7,203,1827,182.7,F,Yes,18-30
1111,8,56,168,48.72,F,Yes,18-30
1111,9,119,1309,327.25,F,Yes,18-30
1111,10,63,252,17.64,F,Yes,18-30
1111,11,56,336,73.92,F,Yes,18-30
1111,12,28,336,80.64,F,Yes,18-30
1111,13,56,56,11.2,F,Yes,18-30
1111,14,112,784,203.84,F,Yes,18-30
1111,15,140,1400,350,F,Yes,18-30
1111,16,63,945,179.55,F,Yes,18-30
1111,17,154,1078,118.58,F,Yes,18-30
1111,18,63,630,44.1,F,Yes,18-30
1111,19,42,588,82.32,F,Yes,18-30
1111,20,105,210,56.7,F,Yes,18-30
1111,21,42,126,27.72,F,Yes,18-30
1111,22,84,588,123.48,F,Yes,18-30
1111,23,63,63,9.45,F,Yes,18-30
1111,24,154,1232,332.64,F,Yes,18-30
1112,1,56,392,117.6,F,Yes,18-30
1112,2,140,1120,224,F,Yes,18-30
1112,3,28,168,8.4,F,Yes,18-30
1112,4,7,70,4.2,F,Yes,18-30
1112,5,14,168,47.04,F,Yes,18-30
1112,6,7,105,16.8,F,Yes,18-30
1112,7,203,609,36.54,F,Yes,18-30
1112,8,63,126,32.76,F,Yes,18-30
1112,9,56,560,78.4,F,Yes,18-30
1112,10,35,210,56.7,F,Yes,18-30
1112,11,42,126,31.5,F,Yes,18-30
1112,12,140,280,33.6,F,Yes,18-30
1112,13,63,567,164.43,F,Yes,18-30
1112,14,154,1078,86.24,F,Yes,18-30
1112,15,189,1134,147.42,F,Yes,18-30
1112,16,42,420,121.8,F,Yes,18-30
1112,17,161,161,22.54,F,Yes,18-30
1112,18,63,882,167.58,F,Yes,18-30
1112,19,42,630,144.9,F,Yes,18-30
1112,20,126,1386,97.02,F,Yes,18-30
1112,21,140,1260,151.2,F,Yes,18-30
1112,22,161,1771,123.97,F,Yes,18-30
1112,23,49,441,92.61,F,Yes,18-30
1112,24,175,1575,267.75,F,Yes,18-30
1113,1,56,840,50.4,M,Yes,18-30
1113,2,56,168,40.32,M,Yes,18-30
1113,3,140,840,67.2,M,Yes,18-30
1113,4,14,70,11.2,M,Yes,18-30
1113,5,56,56,14.56,M,Yes,18-30
1113,6,28,420,113.4,M,Yes,18-30
1113,7,175,350,24.5,M,Yes,18-30
1113,8,56,448,26.88,M,Yes,18-30
1113,9,42,168,30.24,M,Yes,18-30
1113,10,168,1176,235.2,M,Yes,18-30
1113,11,112,560,28,M,Yes,18-30
1113,12,189,756,143.64,M,Yes,18-30
1113,13,70,910,145.6,M,Yes,18-30
1113,14,161,966,289.8,M,Yes,18-30
1113,15,70,770,161.7,M,Yes,18-30
1113,16,42,42,6.3,M,Yes,18-30
1113,17,77,616,61.6,M,Yes,18-30
1113,18,63,945,236.25,M,Yes,18-30
1113,19,21,210,50.4,M,Yes,18-30
1113,20,175,700,35,M,Yes,18-30
1113,21,63,504,136.08,M,Yes,18-30
1113,22,91,1365,286.65,M,Yes,18-30
1113,23,147,1029,257.25,M,Yes,18-30
1113,24,14,84,6.72,M,Yes,18-30
1114,1,70,420,84,M,Yes,30-45
1114,2,147,1029,72.03,M,Yes,30-45
1114,3,189,567,62.37,M,Yes,30-45
1114,4,175,1750,367.5,M,Yes,30-45
1114,5,28,140,30.8,M,Yes,30-45
1114,6,63,189,24.57,M,Yes,30-45
1114,7,105,840,201.6,M,Yes,30-45
1114,8,63,630,75.6,M,Yes,30-45
1114,9,112,1120,190.4,M,Yes,30-45
1114,10,63,189,30.24,M,Yes,30-45
1114,11,154,1540,308,M,Yes,30-45
1114,12,70,630,170.1,M,Yes,30-45
1114,13,63,630,56.7,M,Yes,30-45
1114,14,77,847,93.17,M,Yes,30-45
1114,15,84,924,203.28,M,Yes,30-45
1114,16,21,315,40.95,M,Yes,30-45
1114,17,147,1764,317.52,M,Yes,30-45
1114,18,56,560,145.6,M,Yes,30-45
1114,19,21,105,27.3,M,Yes,30-45
1114,20,147,1323,277.83,M,Yes,30-45
1114,21,105,420,54.6,M,Yes,30-45
1114,22,140,1260,378,M,Yes,30-45
1114,23,133,1330,385.7,M,Yes,30-45
1114,24,154,770,107.8,M,Yes,30-45
1115,1,56,448,112,M,Yes,30-45
1115,2,28,112,26.88,M,Yes,30-45
1115,3,70,700,84,M,Yes,30-45
1115,4,77,539,26.95,M,Yes,30-45
1115,5,154,308,73.92,M,Yes,30-45
1115,6,28,196,33.32,M,Yes,30-45
1115,7,126,1260,63,M,Yes,30-45
1115,8,70,140,9.8,M,Yes,30-45
1115,9,154,154,36.96,M,Yes,30-45
1115,10,105,1050,168,M,Yes,30-45
1115,11,161,1127,67.62,M,Yes,30-45
1115,12,84,168,48.72,M,Yes,30-45
1115,13,63,441,132.3,M,Yes,30-45
1115,14,147,1617,404.25,M,Yes,30-45
1115,15,147,1323,357.21,M,Yes,30-45
1115,16,21,63,3.15,M,Yes,30-45
1115,17,147,441,57.33,M,Yes,30-45
1115,18,56,56,14.56,M,Yes,30-45
1115,19,63,630,100.8,M,Yes,30-45
1115,20,189,1323,79.38,M,Yes,30-45
1115,21,126,252,55.44,M,Yes,30-45
1115,22,63,441,127.89,M,Yes,30-45
1115,23,49,441,119.07,M,Yes,30-45
1115,24,84,840,67.2,M,Yes,30-45
1116,1,21,42,11.34,F,Yes,18-30
1116,2,154,2156,323.4,F,Yes,18-30
1116,3,84,504,80.64,F,Yes,18-30
1116,4,112,896,179.2,F,Yes,18-30
1116,5,112,896,152.32,F,Yes,18-30
1116,6,63,63,8.82,F,Yes,18-30
1116,7,175,350,66.5,F,Yes,18-30
1116,8,63,63,5.67,F,Yes,18-30
1116,9,161,1610,305.9,F,Yes,18-30
1116,10,105,105,19.95,F,Yes,18-30
1116,11,77,77,12.32,F,Yes,18-30
1116,12,147,294,14.7,F,Yes,18-30
1116,13,63,693,166.32,F,Yes,18-30
1116,14,147,735,44.1,F,Yes,18-30
1116,15,77,539,48.51,F,Yes,18-30
1116,16,63,504,95.76,F,Yes,18-30
1116,17,126,252,63,F,Yes,18-30
1116,18,56,448,35.84,F,Yes,18-30
1116,19,49,490,39.2,F,Yes,18-30
1116,20,203,2030,162.4,F,Yes,18-30
1116,21,133,266,69.16,F,Yes,18-30
1116,22,35,350,17.5,F,Yes,18-30
1116,23,112,560,44.8,F,Yes,18-30
1116,24,7,42,9.24,F,Yes,18-30
1117,1,21,294,58.8,M,Yes,30-45
1117,2,77,231,16.17,M,Yes,30-45
1117,3,147,1176,352.8,M,Yes,30-45
1117,4,98,196,21.56,M,Yes,30-45
1117,5,49,343,89.18,M,Yes,30-45
1117,6,42,462,120.12,M,Yes,30-45
1117,7,147,147,29.4,M,Yes,30-45
1117,8,63,126,18.9,M,Yes,30-45
1117,9,77,231,36.96,M,Yes,30-45
1117,10,126,1008,131.04,M,Yes,30-45
1117,11,147,294,26.46,M,Yes,30-45
1117,12,77,231,48.51,M,Yes,30-45
1117,13,56,280,42,M,Yes,30-45
1117,14,126,1260,75.6,M,Yes,30-45
1117,15,182,2184,524.16,M,Yes,30-45
1117,16,49,490,127.4,M,Yes,30-45
1117,17,140,1260,264.6,M,Yes,30-45
1117,18,63,63,15.75,M,Yes,30-45
1117,19,28,252,47.88,M,Yes,30-45
1117,20,168,504,146.16,M,Yes,30-45
1117,21,35,245,58.8,M,Yes,30-45
1117,22,105,315,25.2,M,Yes,30-45
1117,23,98,392,117.6,M,Yes,30-45
1117,24,35,245,31.85,M,Yes,30-45
1118,1,14,42,7.14,M,Yes,30-45
1118,2,182,1638,491.4,M,Yes,30-45
1118,3,77,154,33.88,M,Yes,30-45
1118,4,77,1155,334.95,M,Yes,30-45
1118,5,126,756,105.84,M,Yes,30-45
1118,6,42,42,11.34,M,Yes,30-45
1118,7,189,378,45.36,M,Yes,30-45
1118,8,63,189,35.91,M,Yes,30-45
1118,9,147,294,32.34,M,Yes,30-45
1118,10,56,112,11.2,M,Yes,30-45
1118,11,147,588,70.56,M,Yes,30-45
1118,12,182,910,227.5,M,Yes,30-45
1118,13,56,224,17.92,M,Yes,30-45
1118,14,140,1680,504,M,Yes,30-45
1118,15,42,420,105,M,Yes,30-45
1118,16,28,196,52.92,M,Yes,30-45
1118,17,161,805,128.8,M,Yes,30-45
1118,18,56,448,107.52,M,Yes,30-45
1118,19,35,315,81.9,M,Yes,30-45
1118,20,161,483,115.92,M,Yes,30-45
1118,21,140,980,137.2,M,Yes,30-45
1118,22,133,399,47.88,M,Yes,30-45
1118,23,119,1071,299.88,M,Yes,30-45
1118,24,119,833,199.92,M,Yes,30-45
1119,1,70,630,88.2,M,Yes,30-45
1119,2,84,336,33.6,M,Yes,30-45
1119,3,182,728,109.2,M,Yes,30-45
1119,4,140,420,105,M,Yes,30-45
1119,5,14,56,8.4,M,Yes,30-45
1119,6,21,189,35.91,M,Yes,30-45
1119,7,203,609,85.26,M,Yes,30-45
1119,8,56,504,151.2,M,Yes,30-45
1119,9,147,1470,132.3,M,Yes,30-45
1119,10,84,336,70.56,M,Yes,30-45
1119,11,126,1764,476.28,M,Yes,30-45
1119,12,42,588,82.32,M,Yes,30-45
1119,13,56,112,33.6,M,Yes,30-45
1119,14,161,1449,72.45,M,Yes,30-45
1119,15,70,700,168,M,Yes,30-45
1119,16,35,525,68.25,M,Yes,30-45
1119,17,35,105,14.7,M,Yes,30-45
1119,18,56,56,16.8,M,Yes,30-45
1119,19,70,140,32.2,M,Yes,30-45
1119,20,154,616,36.96,M,Yes,30-45
1119,21,56,280,56,M,Yes,30-45
1119,22,56,224,35.84,M,Yes,30-45
1119,23,56,504,30.24,M,Yes,30-45
1119,24,56,504,25.2,M,Yes,30-45
1120,1,70,140,30.8,F,No,30-45
1120,2,133,665,86.45,F,No,30-45
1120,3,42,588,58.8,F,No,30-45
1120,4,21,63,5.67,F,No,30-45
1120,5,70,70,3.5,F,No,30-45
1120,6,21,147,32.34,F,No,30-45
1120,7,168,1512,226.8,F,No,30-45
1120,8,56,448,58.24,F,No,30-45
1120,9,126,1008,262.08,F,No,30-45
1120,10,175,700,189,F,No,30-45
1120,11,140,1960,470.4,F,No,30-45
1120,12,70,1050,115.5,F,No,30-45
1120,13,63,882,61.74,F,No,30-45
1120,14,35,350,77,F,No,30-45
1120,15,133,1862,279.3,F,No,30-45
1120,16,70,140,35,F,No,30-45
1120,17,133,266,31.92,F,No,30-45
1120,18,70,140,36.4,F,No,30-45
1120,19,35,140,32.2,F,No,30-45
1120,20,196,2156,474.32,F,No,30-45
1120,21,91,910,109.2,F,No,30-45
1121,1,21,315,53.55,F,Yes,30-45
1121,2,168,1176,317.52,F,Yes,30-45
1121,3,70,980,68.6,F,Yes,30-45
1121,4,56,840,226.8,F,Yes,30-45
1121,5,91,910,236.6,F,Yes,30-45
1121,6,63,630,138.6,F,Yes,30-45
1121,7,161,1288,283.36,F,Yes,30-45
1121,8,56,224,22.4,F,Yes,30-45
1121,9,140,1400,406,F,Yes,30-45
1121,10,140,1960,117.6,F,Yes,30-45
1121,11,161,2254,315.56,F,Yes,30-45
1121,12,133,931,260.68,F,Yes,30-45
1121,13,56,168,13.44,F,Yes,30-45
1121,14,133,1862,353.78,F,Yes,30-45
1121,15,98,490,49,F,Yes,30-45
1121,16,35,525,63,F,Yes,30-45
1121,17,168,1848,221.76,F,Yes,30-45
1121,18,56,224,17.92,F,Yes,30-45
1121,19,35,315,18.9,F,Yes,30-45
1121,20,196,1764,529.2,F,Yes,30-45
1121,21,98,1470,352.8,F,Yes,30-45
1121,22,133,532,37.24,F,Yes,30-45
1121,23,42,168,15.12,F,Yes,30-45
1121,24,161,805,48.3,F,Yes,30-45
1122,1,56,224,42.56,M,Yes,30-45
1122,2,56,840,100.8,M,Yes,30-45
1122,3,133,1862,260.68,M,Yes,30-45
1122,4,161,2093,418.6,M,Yes,30-45
1122,5,140,1260,100.8,M,Yes,30-45
1122,6,49,147,19.11,M,Yes,30-45
1122,7,154,616,129.36,M,Yes,30-45
1122,8,63,378,64.26,M,Yes,30-45
1122,9,161,322,19.32,M,Yes,30-45
1122,10,147,2058,349.86,M,Yes,30-45
1122,11,35,420,109.2,M,Yes,30-45
1122,12,98,490,137.2,M,Yes,30-45
1122,13,56,336,53.76,M,Yes,30-45
1122,14,168,840,210,M,Yes,30-45
1122,15,70,630,50.4,M,Yes,30-45
1122,16,35,455,31.85,M,Yes,30-45
1122,17,70,140,16.8,M,Yes,30-45
1122,18,63,567,147.42,M,Yes,30-45
1122,19,14,28,2.24,M,Yes,30-45
1122,20,175,1750,437.5,M,Yes,30-45
1122,21,105,525,126,M,Yes,30-45
1122,22,112,1120,291.2,M,Yes,30-45
1122,23,112,560,112,M,Yes,30-45
1122,24,42,42,3.36,M,Yes,30-45
1123,1,70,1050,105,M,Yes,18-30
1123,2,133,1197,275.31,M,Yes,18-30
1123,3,98,1176,176.4,M,Yes,18-30
1123,4,133,133,7.98,M,Yes,18-30
1123,5,7,21,4.83,M,Yes,18-30
1123,6,28,84,15.96,M,Yes,18-30
1123,7,196,1176,176.4,M,Yes,18-30
1123,8,56,168,31.92,M,Yes,18-30
1123,9,35,525,131.25,M,Yes,18-30
1123,10,91,1092,141.96,M,Yes,18-30
1123,11,133,266,71.82,M,Yes,18-30
1123,12,70,980,254.8,M,Yes,18-30
1123,13,70,700,175,M,Yes,18-30
1123,14,70,700,77,M,Yes,18-30
1123,15,126,1008,70.56,M,Yes,18-30
1123,16,14,14,2.94,M,Yes,18-30
1123,17,42,210,37.8,M,Yes,18-30
1123,18,70,140,21,M,Yes,18-30
1123,19,42,294,67.62,M,Yes,18-30
1123,20,168,1176,223.44,M,Yes,18-30
1123,21,126,630,132.3,M,Yes,18-30
1123,22,161,1610,209.3,M,Yes,18-30
1123,23,154,1540,446.6,M,Yes,18-30
1123,24,168,336,33.6,M,Yes,18-30
1124,1,28,112,13.44,M,No,18-30
1124,2,21,231,39.27,M,No,18-30
1124,3,70,630,163.8,M,No,18-30
1124,4,21,63,18.9,M,No,18-30
1124,5,63,126,37.8,M,No,18-30
1124,6,35,140,23.8,M,No,18-30
1124,7,175,525,99.75,M,No,18-30
1124,8,56,56,12.88,M,No,18-30
1124,9,133,266,47.88,M,No,18-30
1124,10,119,476,71.4,M,No,18-30
1124,11,168,840,84,M,No,18-30
1124,12,126,126,21.42,M,No,18-30
1124,13,56,504,45.36,M,No,18-30
1124,14,42,210,42,M,No,18-30
1124,15,42,630,69.3,M,No,18-30
1124,16,42,126,31.5,M,No,18-30
1124,17,175,1750,297.5,M,No,18-30
1124,18,63,126,8.82,M,No,18-30
1124,19,21,84,7.56,M,No,18-30
1124,20,168,840,243.6,M,No,18-30
1125,1,14,154,40.04,F,Yes,18-30
1125,2,168,1680,302.4,F,Yes,18-30
1125,3,126,252,45.36,F,Yes,18-30
1125,4,203,609,164.43,F,Yes,18-30
1125,5,49,196,25.48,F,Yes,18-30
1125,6,70,1050,199.5,F,Yes,18-30
1125,7,168,168,50.4,F,Yes,18-30
1125,8,70,560,28,F,Yes,18-30
1125,9,168,1344,201.6,F,Yes,18-30
1125,10,77,539,129.36,F,Yes,18-30
1125,11,70,1050,252,F,Yes,18-30
1125,12,42,378,79.38,F,Yes,18-30
1125,13,63,756,204.12,F,Yes,18-30
1125,14,175,1575,315,F,Yes,18-30
1125,15,84,756,166.32,F,Yes,18-30
1125,16,21,210,63,F,Yes,18-30
1125,17,154,154,46.2,F,Yes,18-30
1125,18,56,112,8.96,F,Yes,18-30
1125,19,70,560,67.2,F,Yes,18-30
1125,20,126,1638,196.56,F,Yes,18-30
1125,21,112,224,38.08,F,Yes,18-30
1125,22,35,455,81.9,F,Yes,18-30
1125,23,161,1449,188.37,F,Yes,18-30
1125,24,140,840,109.2,F,Yes,18-30
1126,1,14,42,6.72,M,Yes,18-30
1126,2,49,196,52.92,M,Yes,18-30
1126,3,42,630,157.5,M,Yes,18-30
1126,4,161,805,136.85,M,Yes,18-30
1126,5,147,2058,246.96,M,Yes,18-30
1126,6,35,350,31.5,M,Yes,18-30
1126,7,126,1008,302.4,M,Yes,18-30
1126,8,56,112,8.96,M,Yes,18-30
1126,9,70,910,54.6,M,Yes,18-30
1126,10,126,504,120.96,M,Yes,18-30
1126,11,42,630,50.4,M,Yes,18-30
1126,12,84,840,50.4,M,Yes,18-30
1126,13,70,210,25.2,M,Yes,18-30
1126,14,154,1386,277.2,M,Yes,18-30
1126,15,77,693,124.74,M,Yes,18-30
1126,16,70,350,56,M,Yes,18-30
1126,17,42,294,85.26,M,Yes,18-30
1126,18,70,560,72.8,M,Yes,18-30
1126,19,7,42,11.76,M,Yes,18-30
1126,20,154,1232,86.24,M,Yes,18-30
1126,21,147,441,123.48,M,Yes,18-30
1126,22,119,833,133.28,M,Yes,18-30
1126,23,77,539,113.19,M,Yes,18-30
1126,24,70,140,9.8,M,Yes,18-30
1127,1,49,196,49,M,Yes,30-45
1127,2,42,420,29.4,M,Yes,30-45
1127,3,84,1260,126,M,Yes,30-45
1127,4,28,56,13.44,M,Yes,30-45
1127,5,133,1862,335.16,M,Yes,30-45
1127,6,35,70,7.7,M,Yes,30-45
1127,7,154,308,61.6,M,Yes,30-45
1127,8,63,630,107.1,M,Yes,30-45
1127,9,42,42,2.52,M,Yes,30-45
1127,10,126,252,32.76,M,Yes,30-45
1127,11,175,875,131.25,M,Yes,30-45
1127,12,77,539,64.68,M,Yes,30-45
1127,13,63,756,37.8,M,Yes,30-45
1127,14,42,378,30.24,M,Yes,30-45
1127,15,140,1120,235.2,M,Yes,30-45
1127,16,7,14,0.98,M,Yes,30-45
1127,17,63,126,10.08,M,Yes,30-45
1127,18,63,504,45.36,M,Yes,30-45
1127,19,49,441,26.46,M,Yes,30-45
1127,20,182,728,50.96,M,Yes,30-45
1127,21,105,840,58.8,M,Yes,30-45
1127,22,35,525,105,M,Yes,30-45
1127,23,147,1470,102.9,M,Yes,30-45
1127,24,154,308,80.08,M,Yes,30-45
